code;label;Parent_1;Type;CATPOL;Commitment;Payment
SEC2 1 1;OFFICIALS AND TEMPORARY STAFF;SEC2 1;;;292.989.059;292.989.059
SEC2 1 1;Reserves;SEC2 1 Reserves;;;;
SEC2 1 1 0;Remuneration and other entitlements;SEC2 1 1;;;292.188.059;292.188.059
SEC2 1 1 0;Reserves;SEC2 1 1 Reserves;;;;
SEC2 1 1 0 0;Basic salaries;SEC2 1 1 0;;5.2.221;219.581.059;219.581.059
SEC2 1 1 0 0;Reserves;SEC2 1 1 0 Reserves;;5.2.221;n/a;n/a
SEC2 1 1 0 1;Entitlements under the Staff Regulations related to the post held;SEC2 1 1 0;;5.2.221;2.054.000;2.054.000
SEC2 1 1 0 1;Reserves;SEC2 1 1 0 Reserves;;5.2.221;n/a;n/a
SEC2 1 1 0 2;Entitlements under the Staff Regulations related to the personal circumstances of the staff member;SEC2 1 1 0;;5.2.221;56.747.000;56.747.000
SEC2 1 1 0 2;Reserves;SEC2 1 1 0 Reserves;;5.2.221;n/a;n/a
SEC2 1 1 0 3;Social security cover;SEC2 1 1 0;;5.2.221;9.178.000;9.178.000
SEC2 1 1 0 3;Reserves;SEC2 1 1 0 Reserves;;5.2.221;n/a;n/a
SEC2 1 1 0 4;Salary weightings;SEC2 1 1 0;;5.2.221;50.000;50.000
SEC2 1 1 0 4;Reserves;SEC2 1 1 0 Reserves;;5.2.221;n/a;n/a
SEC2 1 1 0 5;Overtime;SEC2 1 1 0;;5.2.221;1.587.000;1.587.000
SEC2 1 1 0 5;Reserves;SEC2 1 1 0 Reserves;;5.2.221;n/a;n/a
SEC2 1 1 0 6;Entitlements under the Staff Regulations on entering the service, transfer and leaving the service;SEC2 1 1 0;;5.2.223;2.991.000;2.991.000
SEC2 1 1 0 6;Reserves;SEC2 1 1 0 Reserves;;5.2.223;n/a;n/a
SEC2 1 1 1;Termination of service;SEC2 1 1;;;801.000;801.000
SEC2 1 1 1;Reserves;SEC2 1 1 Reserves;;;;
SEC2 1 1 1 0;Allowances in the event of retirement in the interests of the service (pursuant to Articles 41 and 50 of the Staff Regulations);SEC2 1 1 1;;5.2.221;200.000;200.000
SEC2 1 1 1 0;Reserves;SEC2 1 1 1 Reserves;;5.2.221;n/a;n/a
SEC2 1 1 1 1;Allowances for staff whose service is terminated;SEC2 1 1 1;;5.2.221;74.000;74.000
SEC2 1 1 1 1;Reserves;SEC2 1 1 1 Reserves;;5.2.221;n/a;n/a
SEC2 1 1 1 2;Entitlements of the former Secretaries-General;SEC2 1 1 1;;5.2.27;527.000;527.000
SEC2 1 1 1 2;Reserves;SEC2 1 1 1 Reserves;;5.2.27;n/a;n/a
SEC2 1 1 2;Provisional appropriation;SEC2 1 1;;;;
SEC2 1 1 2;Reserves;SEC2 1 1 Reserves;;;;
SEC2 1 1 2 0;Provisional appropriation (officials and temporary staff);SEC2 1 1 2;;5.2.221;p.m.;p.m.
SEC2 1 1 2 0;Reserves;SEC2 1 1 2 Reserves;;5.2.221;n/a;n/a
SEC2 1 1 2 1;Provisional appropriation (retired staff and staff retired under special arrangements);SEC2 1 1 2;;5.2.221;p.m.;p.m.
SEC2 1 1 2 1;Reserves;SEC2 1 1 2 Reserves;;5.2.221;n/a;n/a
SEC2 1 2;OTHER STAFF AND EXTERNAL SERVICES;SEC2 1;;;13.039.000;13.039.000
SEC2 1 2;Reserves;SEC2 1 Reserves;;;;
SEC2 1 2 0;Other staff and external services;SEC2 1 2;;;13.039.000;13.039.000
SEC2 1 2 0;Reserves;SEC2 1 2 Reserves;;;;
SEC2 1 2 0 0;Other staff;SEC2 1 2 0;;5.2.222;9.022.000;9.022.000
SEC2 1 2 0 0;Reserves;SEC2 1 2 0 Reserves;;5.2.222;n/a;n/a
SEC2 1 2 0 1;National experts on secondment;SEC2 1 2 0;;5.2.222;953.000;953.000
SEC2 1 2 0 1;Reserves;SEC2 1 2 0 Reserves;;5.2.222;n/a;n/a
SEC2 1 2 0 2;Traineeships;SEC2 1 2 0;;5.2.222;583.000;583.000
SEC2 1 2 0 2;Reserves;SEC2 1 2 0 Reserves;;5.2.222;n/a;n/a
SEC2 1 2 0 3;External services;SEC2 1 2 0;;5.2.222;2.306.000;2.306.000
SEC2 1 2 0 3;Reserves;SEC2 1 2 0 Reserves;;5.2.222;n/a;n/a
SEC2 1 2 0 4;Supplementary services for the translation service;SEC2 1 2 0;;5.2.232;175.000;175.000
SEC2 1 2 0 4;Reserves;SEC2 1 2 0 Reserves;;5.2.232;n/a;n/a
SEC2 1 2 2;Provisional appropriation;SEC2 1 2;;5.2.222;p.m.;p.m.
SEC2 1 2 2;Reserves;SEC2 1 2 Reserves;;5.2.222;n/a;n/a
SEC2 1 3;OTHER EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION;SEC2 1;;;8.949.480;8.949.480
SEC2 1 3;Reserves;SEC2 1 Reserves;;;;
SEC2 1 3 0;Expenditure relating to staff management;SEC2 1 3;;;2.096.000;2.096.000
SEC2 1 3 0;Reserves;SEC2 1 3 Reserves;;;;
SEC2 1 3 0 0;Miscellaneous expenditure on recruitment;SEC2 1 3 0;;5.2.223;166.000;166.000
SEC2 1 3 0 0;Reserves;SEC2 1 3 0 Reserves;;5.2.223;n/a;n/a
SEC2 1 3 0 1;Further training;SEC2 1 3 0;;5.2.223;1.930.000;1.930.000
SEC2 1 3 0 1;Reserves;SEC2 1 3 0 Reserves;;5.2.223;n/a;n/a
SEC2 1 3 1;Measures to assist the institution’s staff;SEC2 1 3;;;352.000;352.000
SEC2 1 3 1;Reserves;SEC2 1 3 Reserves;;;;
SEC2 1 3 1 0;Special assistance grants;SEC2 1 3 1;;5.2.223;30.000;30.000
SEC2 1 3 1 0;Reserves;SEC2 1 3 1 Reserves;;5.2.223;n/a;n/a
SEC2 1 3 1 1;Social contacts between members of staff;SEC2 1 3 1;;5.2.223;117.000;117.000
SEC2 1 3 1 1;Reserves;SEC2 1 3 1 Reserves;;5.2.223;n/a;n/a
SEC2 1 3 1 2;Supplementary aid for the disabled;SEC2 1 3 1;;5.2.223;139.000;139.000
SEC2 1 3 1 2;Reserves;SEC2 1 3 1 Reserves;;5.2.223;n/a;n/a
SEC2 1 3 1 3;Other welfare expenditure;SEC2 1 3 1;;5.2.223;66.000;66.000
SEC2 1 3 1 3;Reserves;SEC2 1 3 1 Reserves;;5.2.223;n/a;n/a
SEC2 1 3 2;Activities relating to all persons working with the institution;SEC2 1 3;;;2.710.480;2.710.480
SEC2 1 3 2;Reserves;SEC2 1 3 Reserves;;;;
SEC2 1 3 2 0;Medical service;SEC2 1 3 2;;5.2.223;460.480;460.480
SEC2 1 3 2 0;Reserves;SEC2 1 3 2 Reserves;;5.2.223;n/a;n/a
SEC2 1 3 2 1;Restaurants and canteens;SEC2 1 3 2;;5.2.223;p.m.;p.m.
SEC2 1 3 2 1;Reserves;SEC2 1 3 2 Reserves;;5.2.223;n/a;n/a
SEC2 1 3 2 2;Crèches and childcare facilities;SEC2 1 3 2;;5.2.223;2.250.000;2.250.000
SEC2 1 3 2 2;Reserves;SEC2 1 3 2 Reserves;;5.2.223;n/a;n/a
SEC2 1 3 3;Missions;SEC2 1 3;;;3.791.000;3.791.000
SEC2 1 3 3;Reserves;SEC2 1 3 Reserves;;;;
SEC2 1 3 3 1;Mission expenses of the General Secretariat of the Council;SEC2 1 3 3;;5.2.25;3.191.000;3.191.000
SEC2 1 3 3 1;Reserves;SEC2 1 3 3 Reserves;;5.2.25;n/a;n/a
SEC2 1 3 3 2;Travel expenses of staff related to the European Council;SEC2 1 3 3;;5.2.25;600.000;600.000
SEC2 1 3 3 2;Reserves;SEC2 1 3 3 Reserves;;5.2.25;n/a;n/a
SEC2 2;BUILDINGS, EQUIPMENT AND OPERATING EXPENDITURE;SEC2 E;;;215.294.761;215.294.761
SEC2 2;Reserves;SEC2 E Reserves;;;700.000;700.000
SEC2 2 0;BUILDINGS AND ASSOCIATED COSTS;SEC2 2;;;45.537.800;45.537.800
SEC2 2 0;Reserves;SEC2 2 Reserves;;;700.000;700.000
SEC2 2 0 0;Buildings;SEC2 2 0;;;15.004.000;15.004.000
SEC2 2 0 0;Reserves;SEC2 2 0 Reserves;;;700.000;700.000
SEC2 2 0 0 0;Rent;SEC2 2 0 0;;5.2.241;1.692.000;1.692.000
SEC2 2 0 0 0;Reserves;SEC2 2 0 0 Reserves;;5.2.241;700.000;700.000
SEC2 2 0 0 1;Annual lease payments;SEC2 2 0 0;;5.2.241;p.m.;p.m.
SEC2 2 0 0 1;Reserves;SEC2 2 0 0 Reserves;;5.2.241;n/a;n/a
SEC2 2 0 0 2;Acquisition of immovable property;SEC2 2 0 0;;5.2.241;5.000.000;5.000.000
SEC2 2 0 0 2;Reserves;SEC2 2 0 0 Reserves;;5.2.241;n/a;n/a
SEC2 2 0 0 3;Fitting-out and installation work;SEC2 2 0 0;;5.2.242;7.462.000;7.462.000
SEC2 2 0 0 3;Reserves;SEC2 2 0 0 Reserves;;5.2.242;n/a;n/a
SEC2 2 0 0 4;Work to make premises secure;SEC2 2 0 0;;5.2.242;410.000;410.000
SEC2 2 0 0 4;Reserves;SEC2 2 0 0 Reserves;;5.2.242;n/a;n/a
SEC2 2 0 0 5;Expenditure preliminary to the acquisition, construction and fitting-out of buildings;SEC2 2 0 0;;5.2.242;440.000;440.000
SEC2 2 0 0 5;Reserves;SEC2 2 0 0 Reserves;;5.2.242;n/a;n/a
SEC2 2 0 1;Costs relating to buildings;SEC2 2 0;;;30.533.800;30.533.800
SEC2 2 0 1;Reserves;SEC2 2 0 Reserves;;;;
SEC2 2 0 1 0;Cleaning and maintenance;SEC2 2 0 1;;5.2.242;14.324.000;14.324.000
SEC2 2 0 1 0;Reserves;SEC2 2 0 1 Reserves;;5.2.242;n/a;n/a
SEC2 2 0 1 1;Water, gas, electricity and heating;SEC2 2 0 1;;5.2.242;4.163.000;4.163.000
SEC2 2 0 1 1;Reserves;SEC2 2 0 1 Reserves;;5.2.242;n/a;n/a
SEC2 2 0 1 2;Building security and surveillance;SEC2 2 0 1;;5.2.242;11.309.800;11.309.800
SEC2 2 0 1 2;Reserves;SEC2 2 0 1 Reserves;;5.2.242;n/a;n/a
SEC2 2 0 1 3;Insurance;SEC2 2 0 1;;5.2.242;250.000;250.000
SEC2 2 0 1 3;Reserves;SEC2 2 0 1 Reserves;;5.2.242;n/a;n/a
SEC2 2 0 1 4;Other expenditure relating to buildings;SEC2 2 0 1;;5.2.242;487.000;487.000
SEC2 2 0 1 4;Reserves;SEC2 2 0 1 Reserves;;5.2.242;n/a;n/a
SEC2 2 1;COMPUTER SYSTEMS, EQUIPMENT AND FURNITURE;SEC2 2;;;42.921.887;42.921.887
SEC2 2 1;Reserves;SEC2 2 Reserves;;;;
SEC2 2 1 0;Computer systems and telecommunications;SEC2 2 1;;;37.382.430;37.382.430
SEC2 2 1 0;Reserves;SEC2 2 1 Reserves;;;;
SEC2 2 1 0 0;Acquisition of equipment and software;SEC2 2 1 0;;5.2.27;8.890.430;8.890.430
SEC2 2 1 0 0;Reserves;SEC2 2 1 0 Reserves;;5.2.27;n/a;n/a
SEC2 2 1 0 1;External assistance for the operation and development of computer systems;SEC2 2 1 0;;5.2.231;20.135.000;20.135.000
SEC2 2 1 0 1;Reserves;SEC2 2 1 0 Reserves;;5.2.231;n/a;n/a
SEC2 2 1 0 2;Servicing and maintenance of equipment and software;SEC2 2 1 0;;5.2.231;5.214.000;5.214.000
SEC2 2 1 0 2;Reserves;SEC2 2 1 0 Reserves;;5.2.231;n/a;n/a
SEC2 2 1 0 3;Telecommunications;SEC2 2 1 0;;5.2.27;3.143.000;3.143.000
SEC2 2 1 0 3;Reserves;SEC2 2 1 0 Reserves;;5.2.27;n/a;n/a
SEC2 2 1 1;Furniture;SEC2 2 1;;5.2.27;806.850;806.850
SEC2 2 1 1;Reserves;SEC2 2 1 Reserves;;5.2.27;n/a;n/a
SEC2 2 1 2;Technical equipment and installations;SEC2 2 1;;;2.586.390;2.586.390
SEC2 2 1 2;Reserves;SEC2 2 1 Reserves;;;;
SEC2 2 1 2 0;Purchase and replacement of technical equipment and installations;SEC2 2 1 2;;5.2.27;1.686.740;1.686.740
SEC2 2 1 2 0;Reserves;SEC2 2 1 2 Reserves;;5.2.27;n/a;n/a
SEC2 2 1 2 1;External assistance for the operation and development of technical equipment and installations;SEC2 2 1 2;;5.2.233;66.700;66.700
SEC2 2 1 2 1;Reserves;SEC2 2 1 2 Reserves;;5.2.233;n/a;n/a
SEC2 2 1 2 2;Rental, servicing, maintenance and repair of technical equipment and installations;SEC2 2 1 2;;5.2.233;832.950;832.950
SEC2 2 1 2 2;Reserves;SEC2 2 1 2 Reserves;;5.2.233;n/a;n/a
SEC2 2 1 3;Transport;SEC2 2 1;;5.2.27;2.146.217;2.146.217
SEC2 2 1 3;Reserves;SEC2 2 1 Reserves;;5.2.27;n/a;n/a
SEC2 2 2;OPERATING EXPENDITURE;SEC2 2;;;126.835.074;126.835.074
SEC2 2 2;Reserves;SEC2 2 Reserves;;;;
SEC2 2 2 0;Meetings and conferences;SEC2 2 2;;;116.014.014;116.014.014
SEC2 2 2 0;Reserves;SEC2 2 2 Reserves;;;;
SEC2 2 2 0 0;Travel expenses of delegations;SEC2 2 2 0;;5.2.25;20.302.000;20.302.000
SEC2 2 2 0 0;Reserves;SEC2 2 2 0 Reserves;;5.2.25;n/a;n/a
SEC2 2 2 0 1;Miscellaneous travel expenses;SEC2 2 2 0;;5.2.25;456.000;456.000
SEC2 2 2 0 1;Reserves;SEC2 2 2 0 Reserves;;5.2.25;n/a;n/a
SEC2 2 2 0 2;Interpreting costs;SEC2 2 2 0;;5.2.232;86.991.444;86.991.444
SEC2 2 2 0 2;Reserves;SEC2 2 2 0 Reserves;;5.2.232;n/a;n/a
SEC2 2 2 0 3;Representation expenses;SEC2 2 2 0;;5.2.25;2.997.560;2.997.560
SEC2 2 2 0 3;Reserves;SEC2 2 2 0 Reserves;;5.2.25;n/a;n/a
SEC2 2 2 0 4;Miscellaneous expenditure on internal meetings;SEC2 2 2 0;;5.2.25;3.679.000;3.679.000
SEC2 2 2 0 4;Reserves;SEC2 2 2 0 Reserves;;5.2.25;n/a;n/a
SEC2 2 2 0 5;Organisation of conferences, congresses and meetings;SEC2 2 2 0;;5.2.25;1.588.010;1.588.010
SEC2 2 2 0 5;Reserves;SEC2 2 2 0 Reserves;;5.2.25;n/a;n/a
SEC2 2 2 1;Information;SEC2 2 2;;;8.890.660;8.890.660
SEC2 2 2 1;Reserves;SEC2 2 2 Reserves;;;;
SEC2 2 2 1 0;Documentation and library expenditure;SEC2 2 2 1;;5.2.26;1.261.000;1.261.000
SEC2 2 2 1 0;Reserves;SEC2 2 2 1 Reserves;;5.2.26;n/a;n/a
SEC2 2 2 1 1;Official Journal;SEC2 2 2 1;;5.2.26;4.967.000;4.967.000
SEC2 2 2 1 1;Reserves;SEC2 2 2 1 Reserves;;5.2.26;n/a;n/a
SEC2 2 2 1 2;General publications;SEC2 2 2 1;;5.2.26;455.000;455.000
SEC2 2 2 1 2;Reserves;SEC2 2 2 1 Reserves;;5.2.26;n/a;n/a
SEC2 2 2 1 3;Information and public events;SEC2 2 2 1;;5.2.26;2.207.660;2.207.660
SEC2 2 2 1 3;Reserves;SEC2 2 2 1 Reserves;;5.2.26;n/a;n/a
SEC2 2 2 3;Miscellaneous expenses;SEC2 2 2;;;1.930.400;1.930.400
SEC2 2 2 3;Reserves;SEC2 2 2 Reserves;;;;
SEC2 2 2 3 0;Office supplies;SEC2 2 2 3;;5.2.27;533.700;533.700
SEC2 2 2 3 0;Reserves;SEC2 2 2 3 Reserves;;5.2.27;n/a;n/a
SEC2 2 2 3 1;Postal charges;SEC2 2 2 3;;5.2.27;90.000;90.000
SEC2 2 2 3 1;Reserves;SEC2 2 2 3 Reserves;;5.2.27;n/a;n/a
SEC2 2 2 3 2;Expenditure on studies, surveys and consultations;SEC2 2 2 3;;5.2.26;45.000;45.000
SEC2 2 2 3 2;Reserves;SEC2 2 2 3 Reserves;;5.2.26;n/a;n/a
SEC2 2 2 3 3;Interinstitutional cooperation;SEC2 2 2 3;;5.2.27;p.m.;p.m.
SEC2 2 2 3 3;Reserves;SEC2 2 2 3 Reserves;;5.2.27;n/a;n/a
SEC2 2 2 3 4;Removals;SEC2 2 2 3;;5.2.27;20.000;20.000
SEC2 2 2 3 4;Reserves;SEC2 2 2 3 Reserves;;5.2.27;n/a;n/a
SEC2 2 2 3 5;Financial charges;SEC2 2 2 3;;5.2.27;10.000;10.000
SEC2 2 2 3 5;Reserves;SEC2 2 2 3 Reserves;;5.2.27;n/a;n/a
SEC2 2 2 3 6;Legal expenses and costs, damages and compensation;SEC2 2 2 3;;5.2.27;1.000.000;1.000.000
SEC2 2 2 3 6;Reserves;SEC2 2 2 3 Reserves;;5.2.27;n/a;n/a
SEC2 2 2 3 7;Other operating expenditure;SEC2 2 2 3;;5.2.27;231.700;231.700
SEC2 2 2 3 7;Reserves;SEC2 2 2 3 Reserves;;5.2.27;n/a;n/a
SEC2 10;OTHER EXPENDITURE;SEC2 E;;;2.700.000;2.700.000
SEC2 10;Reserves;SEC2 E Reserves;;;;
SEC2 10 0;PROVISIONAL APPROPRIATIONS;SEC2 10;reserve;;700.000;700.000
SEC2 10 0;Reserves;SEC2 10 Reserves;reserve;;n/a;n/a
SEC2 10 1;CONTINGENCY RESERVE;SEC2 10;;5.2.27;2.000.000;2.000.000
SEC2 10 1;Reserves;SEC2 10 Reserves;;5.2.27;n/a;n/a
SEC3;SECTION III — COMMISSION;;;n/a;n/a;n/a
SEC3;Reserves;;;n/a;n/a;n/a
SEC3 E;EXPENDITURE;;;;139.108.831.838;131.972.965.267
SEC3 E;Reserves;;;;117.342.000;114.342.000
SEC3 01;Economic and financial affairs;SEC3 E;;;210.524.228;295.466.113
SEC3 01;Reserves;SEC3 E Reserves;;;2.000.000;2.000.000
SEC3 01 01;Administrative expenditure of the Economic and financial affairs policy area;SEC3 01;;;83.091.934;83.091.934
SEC3 01 01;Reserves;SEC3 01 Reserves;;;;
SEC3 01 01 01;Expenditure related to officials and temporary staff in the Economic and financial affairs policy area;SEC3 01 01;;5.2.3X;64.450.317;64.450.317
SEC3 01 01 01;Reserves;SEC3 01 01 Reserves;;5.2.3X;n/a;n/a
SEC3 01 01 02;External personnel and other management expenditure in support of the Economic and financial affairs policy area;SEC3 01 01;;;14.169.821;14.169.821
SEC3 01 01 02;Reserves;SEC3 01 01 Reserves;;;;
SEC3 01 01 02 01;External personnel;SEC3 01 01 02;;5.2.3X;6.403.755;6.403.755
SEC3 01 01 02 01;Reserves;SEC3 01 01 02 Reserves;;5.2.3X;n/a;n/a
SEC3 01 01 02 11;Other management expenditure;SEC3 01 01 02;;5.2.3X;7.766.066;7.766.066
SEC3 01 01 02 11;Reserves;SEC3 01 01 02 Reserves;;5.2.3X;n/a;n/a
SEC3 01 01 03;Expenditure related to information and communication technology equipment and services, and specific expenditure in the Economic and financial affairs policy area;SEC3 01 01;;;4.471.796;4.471.796
SEC3 01 01 03;Reserves;SEC3 01 01 Reserves;;;;
SEC3 01 01 03 01;Expenditure related to information and communication technology equipment and services, and specific expenditure in the Economic and financial affairs policy area;SEC3 01 01 03;;5.2.3X;4.171.796;4.171.796
SEC3 01 01 03 01;Reserves;SEC3 01 01 03 Reserves;;5.2.3X;n/a;n/a
SEC3 01 01 03 04;Expenditure related to specific electronic, telecommunication and information needs;SEC3 01 01 03;;5.2.3X;300.000;300.000
SEC3 01 01 03 04;Reserves;SEC3 01 01 03 Reserves;;5.2.3X;n/a;n/a
SEC3 01 02;Economic and monetary union;SEC3 01;;;9.000.000;9.000.000
SEC3 01 02;Reserves;SEC3 01 Reserves;;;2.000.000;2.000.000
SEC3 01 02 01;Coordination and surveillance of, and communication on, the economic and monetary union, including the euro;SEC3 01 02;;1.1.SPEC;9.000.000;9.000.000
SEC3 01 02 01;Reserves;SEC3 01 02 Reserves;;1.1.SPEC;2.000.000;2.000.000
SEC3 01 02 02;European Union guarantee for Union borrowings for balance-of-payments support;SEC3 01 02;;1.1.OTH;p.m.;p.m.
SEC3 01 02 02;Reserves;SEC3 01 02 Reserves;;1.1.OTH;n/a;n/a
SEC3 01 02 03;European Union guarantee for Union borrowings for financial assistance under the European financial stabilisation mechanism;SEC3 01 02;;1.1.OTH;p.m.;p.m.
SEC3 01 02 03;Reserves;SEC3 01 02 Reserves;;1.1.OTH;n/a;n/a
SEC3 01 03;International economic and financial affairs;SEC3 01;;;118.432.294;110.585.305
SEC3 01 03;Reserves;SEC3 01 Reserves;;;;
SEC3 01 03 01;Participation in the capital of international financial institutions;SEC3 01 03;;;;
SEC3 01 03 01;Reserves;SEC3 01 03 Reserves;;;;
SEC3 01 03 01 01;European Bank for Reconstruction and Development — Provision of paid-up shares of subscribed capital;SEC3 01 03 01;;4.0.OTH;—;—
SEC3 01 03 01 01;Reserves;SEC3 01 03 01 Reserves;;4.0.OTH;n/a;n/a
SEC3 01 03 01 02;European Bank for Reconstruction and Development — Callable portion of subscribed capital;SEC3 01 03 01;;4.0.OTH;p.m.;p.m.
SEC3 01 03 01 02;Reserves;SEC3 01 03 01 Reserves;;4.0.OTH;n/a;n/a
SEC3 01 03 02;Macro-financial assistance;SEC3 01 03;;4.0.10;60.000.000;52.153.011
SEC3 01 03 02;Reserves;SEC3 01 03 Reserves;;4.0.10;n/a;n/a
SEC3 01 03 03;European Union guarantee for Union borrowings for macro-financial assistance to third countries;SEC3 01 03;;4.0.11;p.m.;p.m.
SEC3 01 03 03;Reserves;SEC3 01 03 Reserves;;4.0.11;n/a;n/a
SEC3 01 03 04;Guarantee for Euratom borrowings to improve the degree of efficiency and safety of nuclear power stations in third countries;SEC3 01 03;;4.0.11;p.m.;p.m.
SEC3 01 03 04;Reserves;SEC3 01 03 Reserves;;4.0.11;n/a;n/a
SEC3 01 03 05;European Union guarantee for European Investment Bank loans and loan guarantees for operations in third countries;SEC3 01 03;;4.0.11;p.m.;p.m.
SEC3 01 03 05;Reserves;SEC3 01 03 Reserves;;4.0.11;n/a;n/a
SEC3 01 03 06;Provisioning of the Guarantee Fund;SEC3 01 03;;4.0.11;58.432.294;58.432.294
SEC3 01 03 06;Reserves;SEC3 01 03 Reserves;;4.0.11;n/a;n/a
SEC3 01 04;Financial operations and instruments;SEC3 01;;;;92.788.874
SEC3 01 04;Reserves;SEC3 01 Reserves;;;;
SEC3 01 04 01;European Investment Fund;SEC3 01 04;;;;
SEC3 01 04 01;Reserves;SEC3 01 04 Reserves;;;;
SEC3 01 04 01 01;European Investment Fund — Provision of paid-up shares of subscribed capital;SEC3 01 04 01;;1.1.OTH;—;—
SEC3 01 04 01 01;Reserves;SEC3 01 04 01 Reserves;;1.1.OTH;n/a;n/a
SEC3 01 04 01 02;European Investment Fund — Callable portion of subscribed capital;SEC3 01 04 01;;1.1.OTH;p.m.;p.m.
SEC3 01 04 01 02;Reserves;SEC3 01 04 01 Reserves;;1.1.OTH;n/a;n/a
SEC3 01 04 02;Nuclear safety — Cooperation with the European Investment Bank;SEC3 01 04;;1.1.OTH;p.m.;p.m.
SEC3 01 04 02;Reserves;SEC3 01 04 Reserves;;1.1.OTH;n/a;n/a
SEC3 01 04 03;Guarantee for Euratom borrowings;SEC3 01 04;;1.1.OTH;p.m.;p.m.
SEC3 01 04 03;Reserves;SEC3 01 04 Reserves;;1.1.OTH;n/a;n/a
SEC3 01 04 51;Completion of programmes in the field of small and middle-sized enterprises (SMEs) (prior to 2014);SEC3 01 04;;1.1.4;p.m.;92.788.874
SEC3 01 04 51;Reserves;SEC3 01 04 Reserves;;1.1.4;n/a;n/a
SEC3 02;Enterprise and industry;SEC3 E;;;2.536.375.797;2.105.143.666
SEC3 02;Reserves;SEC3 E Reserves;;;;
SEC3 02 01;Administrative expenditure of the Enterprise and industry policy area;SEC3 02;;;119.530.259;119.530.259
SEC3 02 01;Reserves;SEC3 02 Reserves;;;;
SEC3 02 01 01;Expenditure related to officials and temporary staff in the Enterprise and industry policy area;SEC3 02 01;;5.2.3X;65.749.316;65.749.316
SEC3 02 01 01;Reserves;SEC3 02 01 Reserves;;5.2.3X;n/a;n/a
SEC3 02 01 02;External personnel and other management expenditure in support of the Enterprise and industry policy area;SEC3 02 01;;;9.612.854;9.612.854
SEC3 02 01 02;Reserves;SEC3 02 01 Reserves;;;;
SEC3 02 01 02 01;External personnel;SEC3 02 01 02;;5.2.3X;5.487.197;5.487.197
SEC3 02 01 02 01;Reserves;SEC3 02 01 02 Reserves;;5.2.3X;n/a;n/a
SEC3 02 01 02 11;Other management expenditure;SEC3 02 01 02;;5.2.3X;4.125.657;4.125.657
SEC3 02 01 02 11;Reserves;SEC3 02 01 02 Reserves;;5.2.3X;n/a;n/a
SEC3 02 01 03;Expenditure related to information and communication technology equipment and services of the Enterprise and industry policy area;SEC3 02 01;;5.2.3X;4.255.878;4.255.878
SEC3 02 01 03;Reserves;SEC3 02 01 Reserves;;5.2.3X;n/a;n/a
SEC3 02 01 04;Support expenditure for operations and programmes in the Enterprise and industry policy area;SEC3 02 01;;;9.685.000;9.685.000
SEC3 02 01 04;Reserves;SEC3 02 01 Reserves;;;;
SEC3 02 01 04 01;Support expenditure for Competitiveness of enterprises and small and medium-sized enterprises (Cosme);SEC3 02 01 04;;1.1.4;3.675.000;3.675.000
SEC3 02 01 04 01;Reserves;SEC3 02 01 04 Reserves;;1.1.4;n/a;n/a
SEC3 02 01 04 02;Support expenditure for standardisation and approximation of legislation;SEC3 02 01 04;;1.1.OTH;160.000;160.000
SEC3 02 01 04 02;Reserves;SEC3 02 01 04 Reserves;;1.1.OTH;n/a;n/a
SEC3 02 01 04 03;Support expenditure for European satellite navigation programmes;SEC3 02 01 04;;1.1.11;3.350.000;3.350.000
SEC3 02 01 04 03;Reserves;SEC3 02 01 04 Reserves;;1.1.11;n/a;n/a
SEC3 02 01 04 04;Support expenditure for European Earth observation programme (Copernicus);SEC3 02 01 04;;1.1.13;2.500.000;2.500.000
SEC3 02 01 04 04;Reserves;SEC3 02 01 04 Reserves;;1.1.13;n/a;n/a
SEC3 02 01 05;Support expenditure for research and innovation programmes in the Enterprise and industry policy area;SEC3 02 01;;;23.202.211;23.202.211
SEC3 02 01 05;Reserves;SEC3 02 01 Reserves;;;;
SEC3 02 01 05 01;Expenditure related to officials and temporary staff implementing research and innovation programmes — Horizon 2020;SEC3 02 01 05;;1.1.31;12.347.430;12.347.430
SEC3 02 01 05 01;Reserves;SEC3 02 01 05 Reserves;;1.1.31;n/a;n/a
SEC3 02 01 05 02;External personnel implementing research and innovation programmes — Horizon 2020;SEC3 02 01 05;;1.1.31;3.637.467;3.637.467
SEC3 02 01 05 02;Reserves;SEC3 02 01 05 Reserves;;1.1.31;n/a;n/a
SEC3 02 01 05 03;Other management expenditure for research and innovation programmes — Horizon 2020;SEC3 02 01 05;;1.1.31;7.217.314;7.217.314
SEC3 02 01 05 03;Reserves;SEC3 02 01 05 Reserves;;1.1.31;n/a;n/a
SEC3 02 01 06;Executive agencies;SEC3 02 01;;;7.025.000;7.025.000
SEC3 02 01 06;Reserves;SEC3 02 01 Reserves;;;;
SEC3 02 01 06 01;Executive Agency for Small and Medium-sized Enterprises — Contribution from Competitiveness of enterprises and small and medium-sized enterprises (Cosme);SEC3 02 01 06;;1.1.4;7.025.000;7.025.000
SEC3 02 01 06 01;Reserves;SEC3 02 01 06 Reserves;;1.1.4;n/a;n/a
SEC3 02 02;Competitiveness of enterprises and small and medium-sized enterprises (Cosme);SEC3 02;;;268.307.275;135.662.459
SEC3 02 02;Reserves;SEC3 02 Reserves;;;;
